,index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,avg_salary
641,747,Systems and Data Analyst,$113K-$184K ,2.9,T.H.E. Health & Wellness Centers,"Los Angeles, CA","Indianapolis, IN",51 to 200 employees,NA,Company - Private,Not Specified,Not Specified,148500.0
642,748,Associate Scientist - Sensory - Jr (Daily/Weekly OT),$113K-$184K ,3.8,Apex Systems,"Torrance, CA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,148500.0
643,749,Senior Research Scientist,$113K-$184K ,2.8,TransPerfect,"Los Angeles, CA","New York, NY",1001 to 5000 employees,1992,Company - Private,Consulting,Business Services,148500.0
644,750,Data Engineer- Customer Data Platform,$113K-$184K ,5.0,WB Technology,"Burbank, CA","Bishnupur , India",Unknown,NA,Company - Private,Not Specified,Not Specified,148500.0
645,751,Senior Data Analyst,$113K-$184K ,4.5,Mobilityware,"Los Angeles, CA","Irvine, CA",51 to 200 employees,1990,Company - Private,Video Games,Media,148500.0
646,752,Scientist Process Chemist,$113K-$184K ,4.1,Provivi,"Santa Monica, CA","Santa Monica, CA",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,148500.0
647,753,Senior Data Engineer - Information Security,$113K-$184K ,3.9,Riot Games,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,2006,Company - Private,Video Games,Media,148500.0
648,754,Business Intelligence Analyst,$113K-$184K ,3.4,"EMINENT, INC.","Cerritos, CA","Williamsville, NY",1 to 50 employees,NA,Company - Private,IT Services,Information Technology,148500.0
649,755,Sr. Data Engineer - HBO Max,$113K-$184K ,3.7,Turner Broadcasting,"Burbank, CA","New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,148500.0
650,756,"RD Scientist, Cellular Manufacturing",$113K-$184K ,3.7,CSL Behring,"Pasadena, CA","King of Prussia, PA",5001 to 10000 employees,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,148500.0
651,757,Clinical Lab Scientist,$113K-$184K ,3.7,California Hospital Medical Center,"Los Angeles, CA","San Francisco, CA",10000+ employees,NA,Nonprofit Organization,Health Care Services & Hospitals,Health Care,148500.0
652,758,Lead Data Scientist,$113K-$184K ,3.3,City of Hope,"Irwindale, CA","Duarte, CA",5001 to 10000 employees,1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,148500.0
653,759,Postdoctoral Scientist - Guarnerio Lab - Cedars-Sinai Cancer,$113K-$184K ,3.9,Cedars-Sinai,"Los Angeles, CA","Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,148500.0
654,760,Senior Data Analyst,$113K-$184K ,4.7,DISQO,"Glendale, CA","Glendale, CA",51 to 200 employees,2014,Company - Private,Research & Development,Business Services,148500.0
655,761,"Manager, Application & Data Engineering",$113K-$184K ,3.4,Gilead Sciences,"Santa Monica, CA","Foster City, CA",10000+ employees,1987,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,148500.0
656,762,Data Analyst-HEDIS & Star,$113K-$184K ,3.2,SCAN Health Plan,"Long Beach, CA","Long Beach, CA",501 to 1000 employees,1977,Nonprofit Organization,Insurance Carriers,Insurance,148500.0
657,763,Sr. Data Analyst,$136K-$164K ,4.3,"ConsultNet, LLC","Burbank, CA","South Jordan, UT",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,150000.0
658,765,Enterprise Data Analyst,$136K-$164K ,3.6,City National Bank,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,150000.0
659,766,Call Center Analytics Manager,$136K-$164K ,2.4,Frontier Communications,"Long Beach, CA","Norwalk, CT",10000+ employees,1935,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,150000.0
660,767,Data Analyst Manager,$136K-$164K ,NA,Oakwood Search - CHURN,"Los Angeles, CA",-1,-1,NA,-1,Not Specified,Not Specified,150000.0
661,768,Sr Data Analyst (DW),$136K-$164K ,4.2,"Aviana Global Technologies, Inc","Los Angeles, CA","Brea, CA",1 to 50 employees,1994,Company - Private,IT Services,Information Technology,150000.0
662,769,"Manager, Data Science - Native Shopping Analytics",$136K-$164K ,4.4,Honey,"Los Angeles, CA","Los Angeles, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Internet,Information Technology,150000.0
663,770,Senior Data Engineer,$136K-$164K ,2.9,FabFitFun,"Los Angeles, CA","Los Angeles, CA",201 to 500 employees,2010,Company - Private,"Health, Beauty, & Fitness",Consumer Services,150000.0
664,771,Sr Predictive Analytics Manager,$136K-$164K ,3.5,Farmers Insurance,"Los Angeles, CA","Woodland Hills, CA",10000+ employees,1928,Subsidiary or Business Segment,Insurance Carriers,Insurance,150000.0
665,772,Operation Analytics Manager,$136K-$164K ,3.6,true[x],"Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2007,Company - Public,Advertising & Marketing,Business Services,150000.0
666,773,Staff Machine Learning Engineer - HBO Max,$136K-$164K ,3.7,Turner Broadcasting,"Burbank, CA","New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,150000.0
667,774,Data Engineer,$136K-$164K ,5.0,Techstyle Group LLC,"El Segundo, CA","Hayward, CA",51 to 200 employees,NA,Company - Private,Industrial Manufacturing,Manufacturing,150000.0
668,775,Systems and Data Analyst,$136K-$164K ,2.4,To Help Everyone Health & Wellness Centers,"Los Angeles, CA","Los Angeles, CA",201 to 500 employees,NA,Nonprofit Organization,Not Specified,Not Specified,150000.0
669,776,Senior Customer Data Analyst : 20,$136K-$164K ,4.6,Akraya Inc.,"Los Angeles, CA","Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,150000.0
670,778,Senior Applied Machine Learning Engineer,$136K-$164K ,4.4,Retention Science,"Santa Monica, CA","Santa Monica, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,150000.0
671,779,MEDIA DATA ANALYST,$136K-$164K ,NA,Bloom Ads Global Media Group,"Los Angeles, CA",-1,-1,NA,-1,Not Specified,Not Specified,150000.0
672,780,Data Engineer,$136K-$164K ,NA,Sense 360,"Culver City, CA",-1,-1,NA,-1,Not Specified,Not Specified,150000.0
673,781,"Laboratory Technician/Scientist Molecular Biology, Lab Operations",$136K-$164K ,NA,EvolvInc,"Carson, CA","Los Angeles, CA",1 to 50 employees,2005,Company - Private,IT Services,Information Technology,150000.0
674,782,REMOTE Data Analyst,$136K-$164K ,NA,Catasys Health,"Los Angeles, CA",-1,-1,NA,-1,Not Specified,Not Specified,150000.0
675,783,Postdoctoral Scientist - Svendsen Lab - Regenerative Medicine Institute,$136K-$164K ,3.9,Cedars-Sinai,"Los Angeles, CA","Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,150000.0
676,784,Data Analyst Junior,$136K-$164K ,5.0,"Staffigo Technical Services, LLC","Los Angeles, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,150000.0
677,785,Big data engineer,$136K-$164K ,4.7,"Resource Logistics, Inc.","Los Angeles, CA","Edison, NJ",51 to 200 employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,150000.0
678,786,Computer Scientist,$136K-$164K ,NA,Air Education and Training Command,"Los Angeles, CA",-1,-1,NA,-1,Not Specified,Not Specified,150000.0
679,787,"Scientist I, Manufacturing Sciences - West Hills",$136K-$164K ,2.7,Advantage Resourcing,"Los Angeles, CA","Cincinnati, OH",10000+ employees,1969,Company - Private,Staffing & Outsourcing,Business Services,150000.0
680,788,Business Analyst / Data Analyst with Financial Industry Experience,$136K-$164K ,3.0,INSPIRE IT Solutions,"Monterey Park, CA","Hyderabad, India",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,150000.0
681,789,Radar Exploitation Scientist (Must Have Top Secret/SCI clearance) - JT,$136K-$164K ,NA,KLM Careers,"Los Angeles, CA",-1,-1,NA,-1,Not Specified,Not Specified,150000.0
682,790,Sr Data Engineer,$136K-$164K ,2.1,The Loot Company,"Los Angeles, CA","Los Angeles, CA",201 to 500 employees,2012,Company - Private,Other Retail Stores,Retail,150000.0
683,791,Project Scientist - Department of Medicine - Nephrology - Karumanchi Lab,$136K-$164K ,3.9,Cedars-Sinai,"Los Angeles, CA","Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,150000.0
684,792,Data Engineer,$136K-$164K ,3.3,Age of Learning,"Glendale, CA","Glendale, CA",501 to 1000 employees,2007,Company - Private,K-12 Education,Education,150000.0
685,793,"Clinical Laboratory Scientist, Per Diem",$34-$53 Per Hour,3.8,UC Davis Medical Center,"Los Angeles, CA","Sacramento, CA",10000+ employees,NA,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43500.0
686,794,Sr. Data Analyst,$34-$53 Per Hour,2.8,SAG-AFTRA Health Plan and SAG-Producers Pension Plan,"Burbank, CA","Burbank, CA",Unknown,NA,Company - Private,Not Specified,Not Specified,43500.0
687,795,"Lead Data Science Instructor, Data Scientist",$34-$53 Per Hour,NA,Galvanize Inc.,"Los Angeles, CA","Harrisburg, NC",51 to 200 employees,NA,Company - Private,Construction,"Construction, Repair & Maintenance",43500.0
688,796,"Clinical Laboratory Scientist (Per Diem, Variable Shift)",$34-$53 Per Hour,3.0,AHMC Healthcare,"Monterey Park, CA","Alhambra, CA",5001 to 10000 employees,1998,Company - Private,Health Care Services & Hospitals,Health Care,43500.0
689,797,Data Engineer,$34-$53 Per Hour,NA,BlackLine Systems,"Woodland Hills, CA","Markham, Canada",1 to 50 employees,NA,Unknown,Not Specified,Not Specified,43500.0
690,798,Clinical Laboratory Scientist - Generalist,$34-$53 Per Hour,3.8,LetsGetChecked,"Monrovia, CA","New York, NY",51 to 200 employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,43500.0
691,799,"Clinical Laboratory Scientist , Med Tech",$34-$53 Per Hour,3.4,Covance,"Los Angeles, CA","Burlington, NC",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43500.0
692,800,Data Scientist,$46K-$80K ,3.8,XSELL Technologies,"Chicago, IL","Chicago, IL",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,63000.0
693,801,Data Scientist / Quantitative Researcher – High Frequency Futures,$46K-$80K ,4.1,Wolverine Trading,"Chicago, IL","Chicago, IL",201 to 500 employees,1994,Company - Private,Investment Banking & Asset Management,Finance,63000.0
694,802,Tableau Data Engineer 20-0117,$46K-$80K ,3.7,Relativity,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,63000.0
695,803,Quantitative Analyst,$46K-$80K ,3.8,Magnetar Capital,"Evanston, IL","Evanston, IL",201 to 500 employees,2005,Company - Private,Investment Banking & Asset Management,Finance,63000.0
696,804,Data Analyst,$46K-$80K ,3.9,Wintrust Financial,"Chicago, IL","Rosemont, IL",1001 to 5000 employees,1991,Company - Public,Banks & Credit Unions,Finance,63000.0
697,805,Data Engineer,$46K-$80K ,3.9,Capital One,"Chicago, IL","Mc Lean, VA",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,63000.0
698,806,Principal Data Engineering Architect - Data Pipelines,$46K-$80K ,3.3,The Climate Corporation,"Chicago, IL","San Francisco, CA",501 to 1000 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,63000.0
699,807,Data Scientist (Entry Level),$46K-$80K ,4.3,Strike Social,"Chicago, IL","Chicago, IL",51 to 200 employees,2013,Company - Private,Advertising & Marketing,Business Services,63000.0
700,808,Data Engineer,$46K-$80K ,3.9,Balyasny Asset Management,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,63000.0
701,809,Quantitative Analyst,$46K-$80K ,3.7,Cboe Global Markets,"Chicago, IL","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,63000.0
702,810,Attribute Data Analyst - NON TECHNICAL,$46K-$80K ,3.5,"SPINS, LLC","Chicago, IL","Chicago, IL",201 to 500 employees,1995,Company - Private,Consulting,Business Services,63000.0
703,811,Quantitative Researcher / Quantitative Research Analyst,$46K-$80K ,4.1,Citadel Securities,"Chicago, IL","Chicago, IL",201 to 500 employees,2002,Company - Private,Brokerage Services,Finance,63000.0
704,812,Data Engineer,$46K-$80K ,4.5,Sagence,"Chicago, IL","Chicago, IL",1 to 50 employees,2009,Company - Private,Consulting,Business Services,63000.0
705,813,Quantitative Researcher – Full Time,$46K-$80K ,3.8,Citadel,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1990,Company - Private,Not Specified,Not Specified,63000.0
706,814,Data Scientist,$46K-$80K ,2.2,Uptake,"Chicago, IL","Chicago, IL",501 to 1000 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,63000.0
707,815,Data Analyst,$46K-$80K ,3.7,NCSA - Next College Student Athlete,"Chicago, IL","Chicago, IL",501 to 1000 employees,2000,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",63000.0
708,816,Data Scientist,$46K-$80K ,3.4,Waystar,"Chicago, IL","Duluth, GA",501 to 1000 employees,NA,Company - Private,Enterprise Software & Network Solutions,Information Technology,63000.0
709,817,Data Scientist,$46K-$80K ,3.4,"Harry and David, LLC","Melrose Park, IL","Medford, OR",501 to 1000 employees,1934,Company - Public,Food & Beverage Stores,Retail,63000.0
710,818,Data Scientist,$46K-$80K ,4.2,Goodway Group,"Chicago, IL","Jenkintown, PA",201 to 500 employees,1929,Company - Private,Advertising & Marketing,Business Services,63000.0
711,819,Data Scientist,$46K-$80K ,5.0,Kalderos,"Chicago, IL","Chicago, IL",1 to 50 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,63000.0
712,820,Quantitative Researcher – Intern (US),$46K-$80K ,4.1,Citadel Securities,"Chicago, IL","Chicago, IL",201 to 500 employees,2002,Company - Private,Brokerage Services,Finance,63000.0
713,821,Staff Business Intelligence Analyst,$46K-$80K ,3.0,Kraft Heinz Company,"Chicago, IL","Chicago, IL",10000+ employees,2015,Company - Public,Food & Beverage Manufacturing,Manufacturing,63000.0
714,822,"Data Scientist, Advanced Analytics",$46K-$80K ,3.2,GoHealth,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,63000.0
715,823,Data Scientist 2,$46K-$80K ,3.6,Humana,"Chicago, IL","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,63000.0
716,824,Data Scientist (remote),$46K-$80K ,3.3,Thrivent,"Chicago, IL","Minneapolis, MN",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,63000.0
717,825,"Data Scientist, Intern",$46K-$80K ,4.9,Fetch Rewards,"Chicago, IL","Madison, WI",51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,63000.0
718,826,Data Analyst,$46K-$80K ,3.2,GoHealth,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,63000.0
719,827,Data Scientist,$46K-$80K ,3.4,HNI,"Chicago, IL","Muscatine, IA",5001 to 10000 employees,1944,Company - Public,Consumer Products Manufacturing,Manufacturing,63000.0
720,828,Data Scientist,$46K-$80K ,4.7,Sutoer,"Chicago, IL","Hinsdale, IL",1 to 50 employees,NA,Company - Private,Advertising & Marketing,Business Services,63000.0
721,829,Data Scientist,$46K-$80K ,3.0,Photon Infotech,"Chicago, IL","Chennai, India",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,63000.0
722,831,Senior Data Scientist (Experimentation),$79K-$130K ,3.8,Grubhub,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,104500.0
723,832,Data Scientist 2 - Styling/Trunks Data Science & Analytics,$79K-$130K ,3.6,Nordstrom,"Chicago, IL","Seattle, WA",10000+ employees,1901,Company - Public,"Department, Clothing, & Shoe Stores",Retail,104500.0
724,833,Data Scientist - Nationwide Opportunities,$79K-$130K ,3.9,Amazon,"Chicago, IL","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,104500.0
725,834,Data Scientist,$79K-$130K ,3.2,Triplebyte,"Chicago, IL","San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,104500.0
726,835,Data Scientist,$79K-$130K ,NA,Goby Inc,"Chicago, IL","New York, NY",1 to 50 employees,NA,Company - Private,IT Services,Information Technology,104500.0
727,836,Entry Level / Jr. Data Analyst,$79K-$130K ,NA,KesarWeb,"Chicago, IL","Langhorne, PA",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,104500.0
728,837,Business Systems & Data Analyst,$79K-$130K ,2.8,Mike's Hard Lemonade,"Chicago, IL","Chicago, IL",201 to 500 employees,1999,Company - Private,Food & Beverage Manufacturing,Manufacturing,104500.0
729,838,Data Scientist,$79K-$130K ,3.8,Hewlett Packard Enterprise,"Chicago, IL","Palo Alto, CA",10000+ employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,104500.0
730,839,Data Scientist,$79K-$130K ,4.3,Green Key Technologies,"Chicago, IL","Chicago, IL",1 to 50 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,104500.0
731,840,Data Scientist,$79K-$130K ,4.7,Capax Global,"Chicago, IL","Chicago, IL",51 to 200 employees,1998,Subsidiary or Business Segment,IT Services,Information Technology,104500.0
732,841,"Quantitative Researcher, Global Quantitative Strategies",$79K-$130K ,3.8,Citadel,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1990,Company - Private,Not Specified,Not Specified,104500.0
733,842,Data Scientist,$79K-$130K ,5.0,CreditNinja,"Chicago, IL","Chicago, IL",1 to 50 employees,NA,Company - Private,Lending,Finance,104500.0
734,843,Federal - Data Scientist,$79K-$130K ,4.2,Solekai Systems Corp,"Chicago, IL","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,104500.0
735,844,Data Scientist,$79K-$130K ,4.0,Fisec Global,"Chicago, IL","San Francisco, CA",1 to 50 employees,NA,Company - Private,IT Services,Information Technology,104500.0
736,845,Senior Data Scientist,$79K-$130K ,3.8,5thColumn,"Chicago, IL","Chicago, IL",1 to 50 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,104500.0
737,846,Data Scientist,$79K-$130K ,2.6,Saggezza,"Chicago, IL","Chicago, IL",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,104500.0
738,847,Data Scientist/AI Scientist,$79K-$130K ,2.7,STATS PERFORM,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2019,Company - Private,TV Broadcast & Cable Networks,Media,104500.0
739,848,Data & Analytics Consultant,$79K-$130K ,4.6,SEI,"Chicago, IL","Cincinnati, OH",201 to 500 employees,1992,Company - Private,Consulting,Business Services,104500.0
740,849,Data Scientist - Consultant,$79K-$130K ,3.8,Capgemini,"Chicago, IL","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,104500.0
741,850,Data Scientist,$79K-$130K ,3.5,Care Advisors Inc,"Chicago, IL","Chicago, IL",1 to 50 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,104500.0
742,851,Data Scientist,$79K-$130K ,4.1,iManage,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,104500.0
743,852,Data Engineer,$79K-$130K ,3.8,Citadel,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1990,Company - Private,Not Specified,Not Specified,104500.0
744,853,Data Scientist,$79K-$130K ,2.8,BCforward,"Chicago, IL","Indianapolis, IN",1001 to 5000 employees,1998,Company - Private,IT Services,Information Technology,104500.0
745,854,Data Scientist,$79K-$130K ,4.2,DW Simpson,"Chicago, IL","Chicago, IL",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,104500.0
746,855,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$79K-$130K ,3.5,Internal Revenue Service,"Chicago, IL","Washington, DC",10000+ employees,1862,Government,Federal Agencies,Government,104500.0
747,856,Data Engineer,$79K-$130K ,4.7,SADA,"Chicago, IL","North Hollywood, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,104500.0
748,857,Machine Learning/Data Scientist,$79K-$130K ,NA,Hale Testing Solutions,"Chicago, IL",-1,-1,NA,-1,Not Specified,Not Specified,104500.0
749,858,Data Scientist - Life Sciences,$79K-$130K ,4.3,Argonne National Laboratory,"Lemont, IL","Lemont, IL",1001 to 5000 employees,1946,Nonprofit Organization,Federal Agencies,Government,104500.0
750,859,Data Scientist,$79K-$130K ,3.8,NPD,"Rosemont, IL","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,104500.0
751,860,Product Data Analyst,$79K-$130K ,3.8,Mondo,"Chicago, IL","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,104500.0
752,861,Senior Data Scientist,$91K-$105K ,3.1,Group O,"Chicago, IL","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,98000.0
753,862,Sr. Data Scientist,$91K-$105K ,3.8,Grubhub,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,98000.0
754,863,"Principal Data Scientist, Cat Digital",$91K-$105K ,3.8,Caterpillar,"Chicago, IL","Deerfield, IL",10000+ employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,98000.0
755,864,"Applied Data Scientist, Government",$91K-$105K ,3.2,Civis Analytics,"Chicago, IL","Chicago, IL",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,98000.0
756,865,Data Scientist,$91K-$105K ,NA,MessageControl,"Chicago, IL","Chicago, IL",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,98000.0
757,866,Quantitative Research Intern - Summer,$91K-$105K ,3.9,DRW Trading Group,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1992,Company - Private,Investment Banking & Asset Management,Finance,98000.0
758,867,Data Scientist,$91K-$105K ,2.6,"Smart Synergies, Inc.","Chicago, IL","McLean, VA",1 to 50 employees,NA,Company - Private,Consulting,Business Services,98000.0
759,868,Data Scientist,$91K-$105K ,1.6,"Management Decisions, Inc.","Chicago, IL","Milwaukee, WI",1 to 50 employees,NA,Company - Public,Advertising & Marketing,Business Services,98000.0
760,869,Data Scientist/AI Scientist,$91K-$105K ,2.7,STATS LLC,"Chicago, IL","Chicago, IL",501 to 1000 employees,1981,Company - Private,News Outlet,Media,98000.0
761,870,Data Scientist,$91K-$105K ,4.0,Two95 International Inc.,"Chicago, IL","Cherry Hill, NJ",1 to 50 employees,NA,Company - Private,Staffing & Outsourcing,Business Services,98000.0
762,871,Data Scientist / Statistical Modeler,$91K-$105K ,3.7,BMO Financial Group,"Chicago, IL","Toronto, Canada",10000+ employees,1817,Company - Public,Banks & Credit Unions,Finance,98000.0
763,872,"Lead Data Scientist, Client Insights - Analytics",$91K-$105K ,3.3,Nuveen,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1898,Company - Private,Investment Banking & Asset Management,Finance,98000.0
764,873,Data Scientist,$91K-$105K ,4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",51 to 200 employees,NA,Company - Private,IT Services,Information Technology,98000.0
765,874,"Data Scientist, Analytics Advisor",$91K-$105K ,2.9,CVS Health,"Northbrook, IL","Woonsocket, RI",10000+ employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,98000.0
766,875,Data Scientist - Cruises & Events,$91K-$105K ,3.5,Alcatraz Cruises,"Chicago, IL","San Francisco, CA",51 to 200 employees,NA,Company - Public,Cruise Ships,Travel & Tourism,98000.0
767,876,Sr. Data Scientist (Multiple Openings),$91K-$105K ,3.6,Nielsen,"Chicago, IL","New York, NY",10000+ employees,1923,Company - Public,Enterprise Software & Network Solutions,Information Technology,98000.0
768,877,Junior Data Analyst,$91K-$105K ,3.7,Circle Logistics,"Chicago, IL","Fort Wayne, IN",201 to 500 employees,2011,Company - Private,Transportation Management,Transportation & Logistics,98000.0
769,878,Data Scientist,$91K-$105K ,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,98000.0
770,879,"Wealth Management, MIS Data Scientist, Associate",$91K-$105K ,3.9,JPMorgan Chase,"Westmont, IL","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,98000.0
771,880,Data & Machine Learning Scientist,$91K-$105K ,3.3,Tempus,"Chicago, IL","Washington, DC",51 to 200 employees,1999,Company - Private,Financial Transaction Processing,Finance,98000.0
772,881,Data Scientist,$91K-$105K ,3.3,Underwriters Laboratories,"Northbrook, IL","Northbrook, IL",10000+ employees,1894,Company - Private,Consulting,Business Services,98000.0
773,882,Data Analyst,$91K-$105K ,3.8,Undertone,"Chicago, IL","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,98000.0
774,883,Data Scientist,$91K-$105K ,2.8,1-800-Flowers.com,"Melrose Park, IL","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,98000.0
775,884,Senior Data Scientist,$91K-$105K ,3.6,Humana,"Chicago, IL","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,98000.0
776,885,Quantum Data Scientist (Industrial-Process sector),$91K-$105K ,3.7,IBM,"Chicago, IL","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,98000.0
777,886,Data Scientist (Remote),$91K-$105K ,4.5,Kraken Digital Asset Exchange,"Chicago, IL","San Francisco, CA",501 to 1000 employees,2011,Company - Private,Internet,Information Technology,98000.0
778,887,Quantitative Researcher/Strategy Developer,$91K-$105K ,3.9,"Sunrise Futures, LLC","Chicago, IL","Chicago, IL",51 to 200 employees,2007,Company - Private,Financial Analytics & Research,Finance,98000.0
779,888,Data Scientist Advanced Analytics,$91K-$105K ,NA,FNA,"Chicago, IL","Turin, Italy",Unknown,NA,Company - Public,Not Specified,Not Specified,98000.0
780,889,Data Scientist,$91K-$105K ,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,98000.0
781,890,Staff Scientist,$91K-$105K ,4.0,University of Chicago,"Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,98000.0
782,891,Data Scientist,$31K-$56K ,3.5,Medix,"Elmhurst, IL","Chicago, IL",201 to 500 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,43500.0
783,892,Data & Machine Learning Scientist,$31K-$56K ,3.2,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43500.0
784,893,"Quantitative Research Internship, Summer 2021",$31K-$56K ,3.1,Akuna Capital,"Chicago, IL","Chicago, IL",201 to 500 employees,2011,Company - Private,Financial Analytics & Research,Finance,43500.0
785,894,"Senior Applied Data Scientist, Government",$31K-$56K ,3.2,Civis Analytics,"Chicago, IL","Chicago, IL",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,43500.0
786,895,Food Scientist,$31K-$56K ,2.5,TreeHouse Foods,"Downers Grove, IL","Oak Brook, IL",10000+ employees,2005,Company - Public,Food & Beverage Manufacturing,Manufacturing,43500.0
